Book,Author,Chapter,Paragraph,TEA,CRY
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;The marriage cannot go on: I declare the existence of an
impediment.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"The clergyman looked up at the speaker and stood mute; the clerk did the same;
Mr. Rochester moved slightly, as if an earthquake had rolled under his feet:
taking a firmer footing, and not turning his head or eyes, he said,
&ldquo;Proceed.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"Profound silence fell when he had uttered that word, with deep but low
intonation. Presently Mr. Wood said&mdash;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;I cannot proceed without some investigation into what has been asserted,
and evidence of its truth or falsehood.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;The ceremony is quite broken off,&rdquo; subjoined the voice behind us.
&ldquo;I am in a condition to prove my allegation: an insuperable impediment to
this marriage exists.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"Mr. Rochester heard, but heeded not: he stood stubborn and rigid, making no
movement but to possess himself of my hand. What a hot and strong grasp he had!
and how like quarried marble was his pale, firm, massive front at this moment!
How his eye shone, still watchful, and yet wild beneath!",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"Mr. Wood seemed at a loss. &ldquo;What is the nature of the impediment?&rdquo;
he asked. &ldquo;Perhaps it may be got over&mdash;explained away?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Hardly,&rdquo; was the answer. &ldquo;I have called it insuperable, and
I speak advisedly.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"The speaker came forward and leaned on the rails. He continued, uttering each
word distinctly, calmly, steadily, but not loudly&mdash;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;It simply consists in the existence of a previous marriage. Mr.
Rochester has a wife now living.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"My nerves vibrated to those low-spoken words as they had never vibrated to
thunder&mdash;my blood felt their subtle violence as it had never felt frost or
fire; but I was collected, and in no danger of swooning. I looked at Mr.
Rochester: I made him look at me. His whole face was colourless rock: his eye
was both spark and flint. He disavowed nothing: he seemed as if he would defy
all things. Without speaking, without smiling, without seeming to recognise in
me a human being, he only twined my waist with his arm and riveted me to his
side.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,&ldquo;Who are you?&rdquo; he asked of the intruder.,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;My name is Briggs, a solicitor of &mdash;&mdash; Street, London.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,&ldquo;And you would thrust on me a wife?&rdquo;,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;I would remind you of your lady&rsquo;s existence, sir, which the law
recognises, if you do not.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Favour me with an account of her&mdash;with her name, her parentage, her
place of abode.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Certainly.&rdquo; Mr. Briggs calmly took a paper from his pocket, and
read out in a sort of official, nasal voice:&mdash;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;&lsquo;I affirm and can prove that on the 20th of October A.D.
&mdash;&mdash; (a date of fifteen years back), Edward Fairfax Rochester, of
Thornfield Hall, in the county of &mdash;&mdash;, and of Ferndean Manor, in
&mdash;&mdash;shire, England, was married to my sister, Bertha Antoinetta
Mason, daughter of Jonas Mason, merchant, and of Antoinetta his wife, a Creole,
at &mdash;&mdash; church, Spanish Town, Jamaica. The record of the marriage
will be found in the register of that church&mdash;a copy of it is now in my
possession. Signed, Richard Mason.&rsquo;&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;That&mdash;if a genuine document&mdash;may prove I have been married,
but it does not prove that the woman mentioned therein as my wife is still
living.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;She was living three months ago,&rdquo; returned the lawyer.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,&ldquo;How do you know?&rdquo;,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;I have a witness to the fact, whose testimony even you, sir, will
scarcely controvert.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,&ldquo;Produce him&mdash;or go to hell.&rdquo;,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;I will produce him first&mdash;he is on the spot. Mr. Mason, have the
goodness to step forward.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"Mr. Rochester, on hearing the name, set his teeth; he experienced, too, a sort
of strong convulsive quiver; near to him as I was, I felt the spasmodic
movement of fury or despair run through his frame. The second stranger, who had
hitherto lingered in the background, now drew near; a pale face looked over the
solicitor&rsquo;s shoulder&mdash;yes, it was Mason himself. Mr. Rochester
turned and glared at him. His eye, as I have often said, was a black eye: it
had now a tawny, nay, a bloody light in its gloom; and his face
flushed&mdash;olive cheek and hueless forehead received a glow as from
spreading, ascending heart-fire: and he stirred, lifted his strong arm&mdash;he
could have struck Mason, dashed him on the church-floor, shocked by ruthless
blow the breath from his body&mdash;but Mason shrank away, and cried faintly,
&ldquo;Good God!&rdquo; Contempt fell cool on Mr. Rochester&mdash;his passion
died as if a blight had shrivelled it up: he only asked&mdash;&ldquo;What have
<i>you</i> to say?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,An inaudible reply escaped Mason&rsquo;s white lips.,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;The devil is in it if you cannot answer distinctly. I again demand, what
have <i>you</i> to say?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Sir&mdash;sir,&rdquo; interrupted the clergyman, &ldquo;do not forget
you are in a sacred place.&rdquo; Then addressing Mason, he inquired gently,
&ldquo;Are you aware, sir, whether or not this gentleman&rsquo;s wife is still
living?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Courage,&rdquo; urged the lawyer,&mdash;&ldquo;speak out.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;She is now living at Thornfield Hall,&rdquo; said Mason, in more
articulate tones: &ldquo;I saw her there last April. I am her brother.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;At Thornfield Hall!&rdquo; ejaculated the clergyman.
&ldquo;Impossible! I am an old resident in this neighbourhood, sir, and I never
heard of a Mrs. Rochester at Thornfield Hall.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"I saw a grim smile contort Mr. Rochester&rsquo;s lips, and he muttered&mdash;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;No, by God! I took care that none should hear of it&mdash;or of her
under that name.&rdquo; He mused&mdash;for ten minutes he held counsel with
himself: he formed his resolve, and announced it&mdash;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Enough! all shall bolt out at once, like the bullet from the barrel.
Wood, close your book and take off your surplice; John Green (to the clerk),
leave the church: there will be no wedding to-day.&rdquo; The man obeyed.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"Mr. Rochester continued, hardily and recklessly: &ldquo;Bigamy is an ugly
word!&mdash;I meant, however, to be a bigamist; but fate has out-manoeuvred me,
or Providence has checked me,&mdash;perhaps the last. I am little better than a
devil at this moment; and, as my pastor there would tell me, deserve no doubt
the sternest judgments of God, even to the quenchless fire and deathless worm.
Gentlemen, my plan is broken up:&mdash;what this lawyer and his client say is
true: I have been married, and the woman to whom I was married lives! You say
you never heard of a Mrs. Rochester at the house up yonder, Wood; but I daresay
you have many a time inclined your ear to gossip about the mysterious lunatic
kept there under watch and ward. Some have whispered to you that she is my
bastard half-sister: some, my cast-off mistress. I now inform you that she is
my wife, whom I married fifteen years ago,&mdash;Bertha Mason by name; sister
of this resolute personage, who is now, with his quivering limbs and white
cheeks, showing you what a stout heart men may bear. Cheer up,
Dick!&mdash;never fear me!&mdash;I&rsquo;d almost as soon strike a woman as
you. Bertha Mason is mad; and she came of a mad family; idiots and maniacs
through three generations! Her mother, the Creole, was both a madwoman and a
drunkard!&mdash;as I found out after I had wed the daughter: for they were
silent on family secrets before. Bertha, like a dutiful child, copied her
parent in both points. I had a charming partner&mdash;pure, wise, modest: you
can fancy I was a happy man. I went through rich scenes! Oh! my experience has
been heavenly, if you only knew it! But I owe you no further explanation.
Briggs, Wood, Mason, I invite you all to come up to the house and visit Mrs.
Poole&rsquo;s patient, and <i>my wife</i>! You shall see what sort of a being I
was cheated into espousing, and judge whether or not I had a right to break the
compact, and seek sympathy with something at least human. This girl,&rdquo; he
continued, looking at me, &ldquo;knew no more than you, Wood, of the disgusting
secret: she thought all was fair and legal; and never dreamt she was going to
be entrapped into a feigned union with a defrauded wretch, already bound to a
bad, mad, and embruted partner! Come all of you&mdash;follow!&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"Still holding me fast, he left the church: the three gentlemen came after. At
the front door of the hall we found the carriage.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Take it back to the coach-house, John,&rdquo; said Mr. Rochester coolly;
&ldquo;it will not be wanted to-day.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"At our entrance, Mrs. Fairfax, Ad̬le, Sophie, Leah, advanced to meet and
greet us.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;To the right-about&mdash;every soul!&rdquo; cried the master;
&ldquo;away with your congratulations! Who wants them? Not I!&mdash;they are
fifteen years too late!&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"He passed on and ascended the stairs, still holding my hand, and still
beckoning the gentlemen to follow him, which they did. We mounted the first
staircase, passed up the gallery, proceeded to the third storey: the low, black
door, opened by Mr. Rochester&rsquo;s master-key, admitted us to the tapestried
room, with its great bed and its pictorial cabinet.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;You know this place, Mason,&rdquo; said our guide; &ldquo;she bit and
stabbed you here.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"He lifted the hangings from the wall, uncovering the second door: this, too, he
opened. In a room without a window, there burnt a fire guarded by a high and
strong fender, and a lamp suspended from the ceiling by a chain. Grace
Poole bent over the fire, apparently cooking something in a saucepan. In the
deep shade, at the farther end of the room, a figure ran backwards and
forwards. What it was, whether beast or human being, one could not, at first
sight, tell: it grovelled, seemingly, on all fours; it snatched and growled
like some strange wild animal: but it was covered with clothing, and a quantity
of dark, grizzled hair, wild as a mane, hid its head and face.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Good-morrow, Mrs. Poole!&rdquo; said Mr. Rochester. &ldquo;How are you?
and how is your charge to-day?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;We&rsquo;re tolerable, sir, I thank you,&rdquo; replied Grace, lifting
the boiling mess carefully on to the hob: &ldquo;rather snappish, but not
&rsquo;rageous.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"A fierce cry seemed to give the lie to her favourable report: the clothed hyena
rose up, and stood tall on its hind-feet.",0.0,1.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Ah! sir, she sees you!&rdquo; exclaimed Grace: &ldquo;you&rsquo;d better
not stay.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Only a few moments, Grace: you must allow me a few moments.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Take care then, sir!&mdash;for God&rsquo;s sake, take care!&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"The maniac bellowed: she parted her shaggy locks from her visage, and gazed
wildly at her visitors. I recognised well that purple face,&mdash;those bloated
features. Mrs. Poole advanced.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Keep out of the way,&rdquo; said Mr. Rochester, thrusting her aside:
&ldquo;she has no knife now, I suppose, and I&rsquo;m on my guard.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;One never knows what she has, sir: she is so cunning: it is not in
mortal discretion to fathom her craft.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;We had better leave her,&rdquo; whispered Mason.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,&ldquo;Go to the devil!&rdquo; was his brother-in-law&rsquo;s recommendation.,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;&rsquo;Ware!&rdquo; cried Grace. The three gentlemen retreated
simultaneously. Mr. Rochester flung me behind him: the lunatic sprang and
grappled his throat viciously, and laid her teeth to his cheek: they struggled.
She was a big woman, in stature almost equalling her husband, and corpulent
besides: she showed virile force in the contest&mdash;more than once she almost
throttled him, athletic as he was. He could have settled her with a
well-planted blow; but he would not strike: he would only wrestle. At last he
mastered her arms; Grace Poole gave him a cord, and he pinioned them behind
her: with more rope, which was at hand, he bound her to a chair. The operation
was performed amidst the fiercest yells and the most convulsive plunges. Mr.
Rochester then turned to the spectators: he looked at them with a smile both
acrid and desolate.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;That is <i>my wife</i>,&rdquo; said he. &ldquo;Such is the sole conjugal
embrace I am ever to know&mdash;such are the endearments which are to solace my
leisure hours! And <i>this</i> is what I wished to have&rdquo; (laying his hand
on my shoulder): &ldquo;this young girl, who stands so grave and quiet at the
mouth of hell, looking collectedly at the gambols of a demon, I wanted her just
as a change after that fierce ragout. Wood and Briggs, look at the difference!
Compare these clear eyes with the red balls yonder&mdash;this face with that
mask&mdash;this form with that bulk; then judge me, priest of the gospel and
man of the law, and remember with what judgment ye judge ye shall be judged!
Off with you now. I must shut up my prize.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"We all withdrew. Mr. Rochester stayed a moment behind us, to give some further
order to Grace Poole. The solicitor addressed me as he descended the stair.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;You, madam,&rdquo; said he, &ldquo;are cleared from all blame: your
uncle will be glad to hear it&mdash;if, indeed, he should be still
living&mdash;when Mr. Mason returns to Madeira.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,&ldquo;My uncle! What of him? Do you know him?&rdquo;,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Mr. Mason does. Mr. Eyre has been the Funchal correspondent of his house
for some years. When your uncle received your letter intimating the
contemplated union between yourself and Mr. Rochester, Mr. Mason, who was
staying at Madeira to recruit his health, on his way back to Jamaica, happened
to be with him. Mr. Eyre mentioned the intelligence; for he knew that my client
here was acquainted with a gentleman of the name of Rochester. Mr. Mason,
astonished and distressed as you may suppose, revealed the real state of
matters. Your uncle, I am sorry to say, is now on a sick bed; from which,
considering the nature of his disease&mdash;decline&mdash;and the stage it has
reached, it is unlikely he will ever rise. He could not then hasten to England
himself, to extricate you from the snare into which you had fallen, but he
implored Mr. Mason to lose no time in taking steps to prevent the false
marriage. He referred him to me for assistance. I used all despatch, and am
thankful I was not too late: as you, doubtless, must be also. Were I not
morally certain that your uncle will be dead ere you reach Madeira, I would
advise you to accompany Mr. Mason back; but as it is, I think you had better
remain in England till you can hear further, either from or of Mr. Eyre. Have
we anything else to stay for?&rdquo; he inquired of Mr. Mason.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;No, no&mdash;let us be gone,&rdquo; was the anxious reply; and without
waiting to take leave of Mr. Rochester, they made their exit at the hall door.
The clergyman stayed to exchange a few sentences, either of admonition or
reproof, with his haughty parishioner; this duty done, he too departed.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"I heard him go as I stood at the half-open door of my own room, to which I had
now withdrawn. The house cleared, I shut myself in, fastened the bolt that none
might intrude, and proceeded&mdash;not to weep, not to mourn, I was yet too
calm for that, but&mdash;mechanically to take off the wedding dress, and
replace it by the stuff gown I had worn yesterday, as I thought, for the last
time. I then sat down: I felt weak and tired. I leaned my arms on a table, and
my head dropped on them. And now I thought: till now I had only heard, seen,
moved&mdash;followed up and down where I was led or dragged&mdash;watched event
rush on event, disclosure open beyond disclosure: but <i>now</i>, <i>I
thought</i>.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"The morning had been a quiet morning enough&mdash;all except the brief scene
with the lunatic: the transaction in the church had not been noisy; there was
no explosion of passion, no loud altercation, no dispute, no defiance or
challenge, no tears, no sobs: a few words had been spoken, a calmly pronounced
objection to the marriage made; some stern, short questions put by Mr.
Rochester; answers, explanations given, evidence adduced; an open admission of
the truth had been uttered by my master; then the living proof had been seen;
the intruders were gone, and all was over.",0.0,1.0
Jane Eyre,Charlotte Bronte,XXVI,"I was in my own room as usual&mdash;just myself, without obvious change:
nothing had smitten me, or scathed me, or maimed me. And yet where was the Jane
Eyre of yesterday?&mdash;where was her life?&mdash;where were her prospects?",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"Jane Eyre, who had been an ardent, expectant woman&mdash;almost a bride, was a
cold, solitary girl again: her life was pale; her prospects were desolate. A
Christmas frost had come at midsummer; a white December storm had whirled over
June; ice glazed the ripe apples, drifts crushed the blowing roses; on hayfield
and cornfield lay a frozen shroud: lanes which last night blushed full of
flowers, to-day were pathless with untrodden snow; and the woods, which twelve
hours since waved leafy and fragrant as groves between the tropics, now spread,
waste, wild, and white as pine-forests in wintry Norway. My hopes were all
dead&mdash;struck with a subtle doom, such as, in one night, fell on all the
first-born in the land of Egypt. I looked on my cherished wishes, yesterday so
blooming and glowing; they lay stark, chill, livid corpses that could never
revive. I looked at my love: that feeling which was my
master&rsquo;s&mdash;which he had created; it shivered in my heart, like a
suffering child in a cold cradle; sickness and anguish had seized it; it could
not seek Mr. Rochester&rsquo;s arms&mdash;it could not derive warmth from his
breast. Oh, never more could it turn to him; for faith was
blighted&mdash;confidence destroyed! Mr. Rochester was not to me what he had
been; for he was not what I had thought him. I would not ascribe vice to him; I
would not say he had betrayed me; but the attribute of stainless truth was gone
from his idea, and from his presence I must go: <i>that</i> I perceived well.
When&mdash;how&mdash;whither, I could not yet discern; but he himself, I
doubted not, would hurry me from Thornfield. Real affection, it seemed, he
could not have for me; it had been only fitful passion: that was balked; he
would want me no more. I should fear even to cross his path now: my view must
be hateful to him. Oh, how blind had been my eyes! How weak my conduct!",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"My eyes were covered and closed: eddying darkness seemed to swim round me, and
reflection came in as black and confused a flow. Self-abandoned, relaxed, and
effortless, I seemed to have laid me down in the dried-up bed of a great river;
I heard a flood loosened in remote mountains, and felt the torrent come: to
rise I had no will, to flee I had no strength. I lay faint, longing to be dead.
One idea only still throbbed life-like within me&mdash;a remembrance of God: it
begot an unuttered prayer: these words went wandering up and down in my rayless
mind, as something that should be whispered, but no energy was found to express
them&mdash;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"&ldquo;Be not far from me, for trouble is near: there is none to help.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVI,"It was near: and as I had lifted no petition to Heaven to avert it&mdash;as I
had neither joined my hands, nor bent my knees, nor moved my lips&mdash;it
came: in full heavy swing the torrent poured over me. The whole consciousness
of my life lorn, my love lost, my hope quenched, my faith death-struck, swayed
full and mighty above me in one sullen mass. That bitter hour cannot be
described: in truth, &ldquo;the waters came into my soul; I sank in deep mire:
I felt no standing; I came into deep waters; the floods overflowed me.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"Some time in the afternoon I raised my head, and looking round and seeing the
western sun gilding the sign of its decline on the wall, I asked, &ldquo;What
am I to do?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"But the answer my mind gave&mdash;&ldquo;Leave Thornfield at
once&rdquo;&mdash;was so prompt, so dread, that I stopped my ears. I said I
could not bear such words now. &ldquo;That I am not Edward Rochester&rsquo;s
bride is the least part of my woe,&rdquo; I alleged: &ldquo;that I have wakened
out of most glorious dreams, and found them all void and vain, is a horror I
could bear and master; but that I must leave him decidedly, instantly,
entirely, is intolerable. I cannot do it.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"But, then, a voice within me averred that I could do it and foretold that I
should do it. I wrestled with my own resolution: I wanted to be weak that I
might avoid the awful passage of further suffering I saw laid out for me; and
Conscience, turned tyrant, held Passion by the throat, told her tauntingly, she
had yet but dipped her dainty foot in the slough, and swore that with that arm
of iron he would thrust her down to unsounded depths of agony.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Let me be torn away, then&rdquo; I cried. &ldquo;Let another help
me!&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;No; you shall tear yourself away, none shall help you: you shall
yourself pluck out your right eye; yourself cut off your right hand: your heart
shall be the victim, and you the priest to transfix it.&rdquo;",0.0,1.0
Jane Eyre,Charlotte Bronte,XXVII,"I rose up suddenly, terror-struck at the solitude which so ruthless a judge
haunted,&mdash;at the silence which so awful a voice filled. My head swam as I
stood erect. I perceived that I was sickening from excitement and inanition;
neither meat nor drink had passed my lips that day, for I had taken no
breakfast. And, with a strange pang, I now reflected that, long as I had been
shut up here, no message had been sent to ask how I was, or to invite me to
come down: not even little Ad̬le had tapped at the door; not even Mrs.
Fairfax had sought me. &ldquo;Friends always forget those whom fortune
forsakes,&rdquo; I murmured, as I undrew the bolt and passed out. I
stumbled over an obstacle: my head was still dizzy, my sight was dim, and my
limbs were feeble. I could not soon recover myself. I fell, but not on to the
ground: an outstretched arm caught me. I looked up&mdash;I was supported by Mr.
Rochester, who sat in a chair across my chamber threshold.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;You come out at last,&rdquo; he said. &ldquo;Well, I have been waiting
for you long, and listening: yet not one movement have I heard, nor one sob:
five minutes more of that death-like hush, and I should have forced the lock
like a burglar. So you shun me?&mdash;you shut yourself up and grieve alone! I
would rather you had come and upbraided me with vehemence. You are passionate:
I expected a scene of some kind. I was prepared for the hot rain of tears; only
I wanted them to be shed on my breast: now a senseless floor has received them,
or your drenched handkerchief. But I err: you have not wept at all! I see a
white cheek and a faded eye, but no trace of tears. I suppose, then, your heart
has been weeping blood?&rdquo;",0.0,1.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Well, Jane! not a word of reproach? Nothing bitter&mdash;nothing
poignant? Nothing to cut a feeling or sting a passion? You sit quietly where I
have placed you, and regard me with a weary, passive look.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Jane, I never meant to wound you thus. If the man who had but one little
ewe lamb that was dear to him as a daughter, that ate of his bread and drank of
his cup, and lay in his bosom, had by some mistake slaughtered it at the
shambles, he would not have rued his bloody blunder more than I now rue mine.
Will you ever forgive me?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"Reader, I forgave him at the moment and on the spot. There was such deep
remorse in his eye, such true pity in his tone, such manly energy in his
manner; and besides, there was such unchanged love in his whole look and
mien&mdash;I forgave him all: yet not in words, not outwardly; only at my
heart&rsquo;s core.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;You know I am a scoundrel, Jane?&rdquo; ere long he inquired
wistfully&mdash;wondering, I suppose, at my continued silence and tameness, the
result rather of weakness than of will.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Yes, sir.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,&ldquo;Then tell me so roundly and sharply&mdash;don&rsquo;t spare me.&rdquo;,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;I cannot: I am tired and sick. I want some water.&rdquo; He heaved a
sort of shuddering sigh, and taking me in his arms, carried me downstairs. At
first I did not know to what room he had borne me; all was cloudy to my glazed
sight: presently I felt the reviving warmth of a fire; for, summer as it was, I
had become icy cold in my chamber. He put wine to my lips; I tasted it and
revived; then I ate something he offered me, and was soon myself. I was in the
library&mdash;sitting in his chair&mdash;he was quite near. &ldquo;If I could
go out of life now, without too sharp a pang, it would be well for me,&rdquo; I
thought; &ldquo;then I should not have to make the effort of cracking my
heart-strings in rending them from among Mr. Rochester&rsquo;s. I must leave
him, it appears. I do not want to leave him&mdash;I cannot leave him.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;How are you now, Jane?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Much better, sir; I shall be well soon.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Taste the wine again, Jane.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"I obeyed him; then he put the glass on the table, stood before me, and looked
at me attentively. Suddenly he turned away, with an inarticulate exclamation,
full of passionate emotion of some kind; he walked fast through the room and
came back; he stooped towards me as if to kiss me; but I remembered caresses
were now forbidden. I turned my face away and put his aside.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;What!&mdash;How is this?&rdquo; he exclaimed hastily. &ldquo;Oh, I know!
you won&rsquo;t kiss the husband of Bertha Mason? You consider my arms filled
and my embraces appropriated?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;At any rate, there is neither room nor claim for me, sir.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Why, Jane? I will spare you the trouble of much talking; I will answer
for you&mdash;Because I have a wife already, you would reply.&mdash;I guess
rightly?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,&ldquo;Yes.&rdquo;,0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;If you think so, you must have a strange opinion of me; you must regard
me as a plotting profligate&mdash;a base and low rake who has been simulating
disinterested love in order to draw you into a snare deliberately laid, and
strip you of honour and rob you of self-respect. What do you say to that? I see
you can say nothing: in the first place, you are faint still, and have enough
to do to draw your breath; in the second place, you cannot yet accustom
yourself to accuse and revile me, and besides, the flood-gates of tears are
opened, and they would rush out if you spoke much; and you have no desire to
expostulate, to upbraid, to make a scene: you are thinking how <i>to
act</i>&mdash;<i>talking</i> you consider is of no use. I know you&mdash;I am
on my guard.&rdquo;",0.0,1.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Sir, I do not wish to act against you,&rdquo; I said; and my unsteady
voice warned me to curtail my sentence.",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"&ldquo;Not in <i>your</i> sense of the word, but in <i>mine</i> you are
scheming to destroy me. You have as good as said that I am a married
man&mdash;as a married man you will shun me, keep out of my way: just now you
have refused to kiss me. You intend to make yourself a complete stranger to me:
to live under this roof only as Ad̬le&rsquo;s governess; if ever I say a
friendly word to you, if ever a friendly feeling inclines you again to me, you
will say,&mdash;&lsquo;That man had nearly made me his mistress: I must be ice
and rock to him;&rsquo; and ice and rock you will accordingly become.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,XXVII,"I cleared and steadied my voice to reply: &ldquo;All is changed about me, sir;
I must change too&mdash;there is no doubt of that; and to avoid fluctuations of
feeling, and continual combats with recollections and associations, there is
only one way&mdash;Ad̬le must have a new governess, sir.&rdquo;",0.0,0.0
